213	6.31244	29	30	31	32	33	34	35	36	68	#
214	6.31244	30	31	32	33	34	35	36	37	68	#
215	6.31244	31	32	33	34	35	36	37	38	68	#
216	6.31244	32	33	34	35	36	37	38	39	68	#
217	6.31244	33	34	35	36	37	38	39	40	68	#
218	6.31244	34	35	36	37	38	39	40	41	68	#
219	6.31244	35	36	37	38	39	40	41	42	68	#
220	6.31244	36	37	38	39	40	41	42	43	68	#
221	6.31244	37	38	39	40	41	42	43	44	68	#
222	5.44603	38	39	40	41	42	43	44	45	68	#
223	5.44603	39	40	41	42	43	44	45	46	68	#
224	5.44603	40	41	42	43	44	45	46	47	68	#
225	5.44603	41	42	43	44	45	46	47	48	68	#
226	5.44603	42	43	44	45	46	47	48	49	68	#
227	5.44603	43	44	45	46	47	48	49	50	68	#
228	5.44603	44	45	46	47	48	49	50	51	68	#
229	7.11525	0	1	2	3	69	#
230	7.11525	1	2	3	4	69	#
231	7.11525	2	3	4	5	69	#
232	7.11525	3	4	5	6	69	#
233	7.11525	4	5	6	7	69	#
234	7.11525	5	6	7	8	69	#
235	7.11525	6	7	8	9	69	#
236	7.11525	7	8	9	10	69	#
237	7.11525	8	9	10	11	69	#
238	2.13177	0	1	2	70	#
239	2.13177	1	2	3	70	#
240	2.13177	2	3	4	70	#
241	2.13177	3	4	5	70	#
242	2.13177	4	5	6	70	#
243	2.13177	5	6	7	70	#
244	2.13177	6	7	8	70	#
245	2.13177	7	8	9	70	#
246	2.13177	8	9	10	70	#
247	2.13177	9	10	11	70	#
248	2.13177	10	11	12	70	#
249	2.13177	11	12	13	70	#
250	2.13177	12	13	14	70	#
251	2.13177	13	14	15	70	#
252	2.13177	14	15	16	70	#
253	0.668791	15	16	17	70	#
254	0.668791	16	17	18	70	#
255	0.668791	17	18	19	70	#
256	0.668791	18	19	20	70	#
257	0.668791	19	20	21	70	#
258	0.668791	20	21	22	70	#
259	0.668791	21	22	23	70	#
260	0.668791	22	23	24	70	#
261	0.668791	23	24	25	70	#
262	0.668791	24	25	26	70	#
263	0.668791	25	26	27	70	#
264	0.668791	26	27	28	70	#
265	0.668791	27	28	29	70	#
266	0.668791	28	29	30	70	#
267	0.668791	29	30	31	70	#
268	0.668791	30	31	32	70	#
269	0.668791	31	32	33	70	#
270	0.668791	32	33	34	70	#
271	0.668791	33	34	35	70	#
272	0.668791	34	35	36	70	#
273	0.668791	35	36	37	70	#
274	0.668791	36	37	38	70	#
275	0.668791	37	38	39	70	#
276	0.668791	38	39	40	70	#
277	0.668791	39	40	41	70	#
278	0.668791	40	41	42	70	#
279	0.668791	41	42	43	70	#
280	0.668791	42	43	44	70	#
281	0.668791	43	44	45	70	#
282	0.668791	44	45	46	70	#
283	0.668791	45	46	47	70	#
284	0.668791	46	47	48	70	#
285	0.668791	47	48	49	70	#
286	0.668791	48	49	50	70	#
287	0.668791	49	50	51	70	#
288	0.559153	50	51	52	70	#
289	0.559153	51	52	53	70	#
290	0.559153	52	53	54	70	#
291	0.559153	53	54	55	70	#
292	0.559153	54	55	56	70	#
293	0.559153	55	56	57	70	#
294	0.559153	56	57	58	70	#
295	0.559153	57	58	59	70	#
296	0.559153	58	59	60	70	#
297	0.559153	59	60	61	70	#
298	0.650962	0	71	#
299	0.650962	1	71	#
300	0.650962	2	71	#
301	0.650962	3	71	#
302	0.650962	4	71	#
303	0.650962	5	71	#
304	0.650962	6	71	#
305	0.650962	7	71	#
306	0.650962	8	71	#
307	0.650962	9	71	#
308	0.650962	10	71	#
309	0.650962	11	71	#
310	0.650962	12	71	#
311	0.650962	13	71	#
312	0.650962	14	71	#
313	0.650962	15	71	#
314	0.464973	16	71	#
315	0.464973	17	71	#
316	0.464973	18	71	#
317	0.464973	19	71	#
318	0.464973	20	71	#
319	0.464973	21	71	#
320	5.60492	0	1	2	3	4	72	#
321	5.60492	1	2	3	4	5	72	#
322	5.60492	2	3	4	5	6	72	#
323	5.60492	3	4	5	6	7	72	#
324	5.60492	4	5	6	7	8	72	#
325	5.60492	5	6	7	8	9	72	#
326	5.60492	6	7	8	9	10	72	#
327	5.60492	7	8	9	10	11	72	#
328	5.60492	8	9	10	11	12	72	#
329	5.60492	9	10	11	12	13	72	#
330	5.60492	10	11	12	13	14	72	#
331	5.60492	11	12	13	14	15	72	#
332	5.60492	12	13	14	15	16	72	#
333	5.60492	13	14	15	16	17	72	#
334	5.60492	14	15	16	17	18	72	#
335	5.60492	15	16	17	18	19	72	#
336	5.60492	16	17	18	19	20	72	#
337	5.60492	17	18	19	20	21	72	#
338	5.60492	18	19	20	21	22	72	#
339	5.60492	19	20	21	22	23	72	#
340	5.60492	20	21	22	23	24	72	#
341	5.60492	21	22	23	24	25	72	#
342	5.60492	22	23	24	25	26	72	#
343	5.60492	23	24	25	26	27	72	#
344	5.60492	24	25	26	27	28	72	#
345	5.60492	25	26	27	28	29	72	#
346	5.60492	26	27	28	29	30	72	#
347	5.60492	27	28	29	30	31	72	#
348	5.60492	28	29	30	31	32	72	#
349	5.60492	29	30	31	32	33	72	#
350	5.60492	30	31	32	33	34	72	#
351	5.60492	31	32	33	34	35	72	#
352	5.60492	32	33	34	35	36	72	#
353	5.60492	33	34	35	36	37	72	#
354	5.60492	34	35	36	37	38	72	#
355	5.60492	35	36	37	38	39	72	#
356	5.60492	36	37	38	39	40	72	#
357	5.60492	37	38	39	40	41	72	#
358	5.60492	38	39	40	41	42	72	#
359	5.60492	39	40	41	42	43	72	#
360	5.60492	40	41	42	43	44	72	#
361	5.60492	41	42	43	44	45	72	#
362	5.60492	42	43	44	45	46	72	#
363	5.60492	43	44	45	46	47	72	#
364	5.60492	44	45	46	47	48	72	#
365	5.60492	45	46	47	48	49	72	#
366	5.60492	46	47	48	49	50	72	#
367	5.60492	47	48	49	50	51	72	#
368	5.01493	48	49	50	51	52	72	#
369	5.01493	49	50	51	52	53	72	#
370	5.01493	50	51	52	53	54	72	#
371	5.01493	51	52	53	54	55	72	#
372	5.01493	52	53	54	55	56	72	#
373	5.01493	53	54	55	56	57	72	#
374	4.6105	54	55	56	57	58	72	#
375	4.6105	55	56	57	58	59	72	#
376	4.6105	56	57	58	59	60	72	#
377	4.6105	57	58	59	60	61	72	#
378	4.6105	58	59	60	61	62	72	#
379	4.53731	59	60	61	62	63	72	#
380	2.80755	0	1	2	3	73	#
381	2.80755	1	2	3	4	73	#
382	2.80755	2	3	4	5	73	#
383	2.80755	3	4	5	6	73	#
384	2.80755	4	5	6	7	73	#
385	2.80755	5	6	7	8	73	#
386	2.80755	6	7	8	9	73	#
387	2.80755	7	8	9	10	73	#
388	2.80755	8	9	10	11	73	#
389	2.80755	9	10	11	12	73	#
390	2.80755	10	11	12	13	73	#
391	2.80755	11	12	13	14	73	#
392	2.80755	12	13	14	15	73	#
393	2.80755	13	14	15	16	73	#
394	2.80755	14	15	16	17	73	#
395	2.80755	15	16	17	18	73	#
396	2.80755	16	17	18	19	73	#
397	2.80755	17	18	19	20	73	#
398	2.80755	18	19	20	21	73	#
399	2.80755	19	20	21	22	73	#
400	2.80755	20	21	22	23	73	#
401	2.80755	21	22	23	24	73	#
402	2.80755	22	23	24	25	73	#
403	2.80755	23	24	25	26	73	#
404	2.80755	24	25	26	27	73	#
405	2.80755	25	26	27	28	73	#
406	2.80755	26	27	28	29	73	#
407	2.80755	27	28	29	30	73	#
408	2.80755	28	29	30	31	73	#
409	2.80755	29	30	31	32	73	#
410	2.80755	30	31	32	33	73	#
411	2.80755	31	32	33	34	73	#
412	2.80755	32	33	34	35	73	#
413	2.80755	33	34	35	36	73	#
414	2.80755	34	35	36	37	73	#
415	2.80755	35	36	37	38	73	#
416	2.80755	36	37	38	39	73	#
417	2.80755	37	38	39	40	73	#
418	2.80755	38	39	40	41	73	#
419	2.80755	39	40	41	42	73	#
420	2.80755	40	41	42	43	73	#
421	2.80755	41	42	43	44	73	#
422	2.80755	42	43	44	45	73	#
423	2.80755	43	44	45	46	73	#
424	2.80755	44	45	46	47	73	#
425	2.80755	45	46	47	48	73	#
426	2.80755	46	47	48	49	73	#
427	2.80755	47	48	49	50	73	#
428	2.80755	48	49	50	51	73	#
429	2.80755	49	50	51	52	73	#
430	2.80755	50	51	52	53	73	#
431	2.80755	51	52	53	54	73	#
432	7.18193	0	1	2	3	4	5	6	74	#
433	7.18193	1	2	3	4	5	6	7	74	#
434	7.18193	2	3	4	5	6	7	8	74	#
435	7.18193	3	4	5	6	7	8	9	74	#
436	7.18193	4	5	6	7	8	9	10	74	#
437	7.18193	5	6	7	8	9	10	11	74	#
438	7.18193	6	7	8	9	10	11	12	74	#
439	7.18193	7	8	9	10	11	12	13	74	#
440	7.18193	8	9	10	11	12	13	14	74	#
441	7.18193	9	10	11	12	13	14	15	74	#
442	7.18193	10	11	12	13	14	15	16	74	#
443	7.18193	11	12	13	14	15	16	17	74	#
444	7.18193	12	13	14	15	16	17	18	74	#
445	7.18193	13	14	15	16	17	18	19	74	#
446	7.18193	14	15	16	17	18	19	20	74	#
447	7.18193	15	16	17	18	19	20	21	74	#
448	7.18193	16	17	18	19	20	21	22	74	#
449	7.18193	17	18	19	20	21	22	23	74	#
450	7.18193	18	19	20	21	22	23	24	74	#
451	7.18193	19	20	21	22	23	24	25	74	#
452	7.18193	20	21	22	23	24	25	26	74	#
453	7.18193	21	22	23	24	25	26	27	74	#
454	7.18193	22	23	24	25	26	27	28	74	#
455	7.18193	23	24	25	26	27	28	29	74	#
456	7.18193	24	25	26	27	28	29	30	74	#
457	7.18193	25	26	27	28	29	30	31	74	#
458	7.18193	26	27	28	29	30	31	32	74	#
459	7.18193	27	28	29	30	31	32	33	74	#
460	7.18193	28	29	30	31	32	33	34	74	#
461	7.18193	29	30	31	32	33	34	35	74	#
462	7.18193	30	31	32	33	34	35	36	74	#
463	7.18193	31	32	33	34	35	36	37	74	#
464	7.18193	32	33	34	35	36	37	38	74	#
465	7.18193	33	34	35	36	37	38	39	74	#
466	7.18193	34	35	36	37	38	39	40	74	#
467	7.18193	35	36	37	38	39	40	41	74	#
468	7.18193	36	37	38	39	40	41	42	74	#
469	7.18193	37	38	39	40	41	42	43	74	#
470	7.18193	38	39	40	41	42	43	44	74	#
471	7.18193	39	40	41	42	43	44	45	74	#
472	7.18193	40	41	42	43	44	45	46	74	#
473	7.18193	41	42	43	44	45	46	47	74	#
474	7.18193	42	43	44	45	46	47	48	74	#
475	7.18193	43	44	45	46	47	48	49	74	#
476	7.18193	44	45	46	47	48	49	50	74	#
477	6.19132	45	46	47	48	49	50	51	74	#
478	6.19132	46	47	48	49	50	51	52	74	#
479	6.19132	47	48	49	50	51	52	53	74	#
480	6.19132	48	49	50	51	52	53	54	74	#
481	6.19132	49	50	51	52	53	54	55	74	#
482	6.19132	50	51	52	53	54	55	56	74	#
483	6.19132	51	52	53	54	55	56	57	74	#
484	6.19132	52	53	54	55	56	57	58	74	#
485	5.98494	53	54	55	56	57	58	59	74	#
486	5.98494	54	55	56	57	58	59	60	74	#
487	5.79188	55	56	57	58	59	60	61	74	#
488	5.79188	56	57	58	59	60	61	62	74	#
489	20.0632	0	1	2	3	4	5	6	7	8	9	75	#
490	20.0632	1	2	3	4	5	6	7	8	9	10	75	#
491	20.0632	2	3	4	5	6	7	8	9	10	11	75	#
492	20.0632	3	4	5	6	7	8	9	10	11	12	75	#
493	20.0632	4	5	6	7	8	9	10	11	12	13	75	#
494	20.0632	5	6	7	8	9	10	11	12	13	14	75	#
495	20.0632	6	7	8	9	10	11	12	13	14	15	75	#
496	20.0632	7	8	9	10	11	12	13	14	15	16	75	#
497	20.0632	8	9	10	11	12	13	14	15	16	17	75	#
498	20.0632	9	10	11	12	13	14	15	16	17	18	75	#
499	20.0632	10	11	12	13	14	15	16	17	18	19	75	#
500	20.0632	11	12	13	14	15	16	17	18	19	20	75	#
501	20.0632	12	13	14	15	16	17	18	19	20	21	75	#
502	20.0632	13	14	15	16	17	18	19	20	21	22	75	#
503	20.0632	14	15	16	17	18	19	20	21	22	23	75	#
504	20.0632	15	16	17	18	19	20	21	22	23	24	75	#
505	20.0632	16	17	18	19	20	21	22	23	24	25	75	#
506	20.0632	17	18	19	20	21	22	23	24	25	26	75	#
507	20.0632	18	19	20	21	22	23	24	25	26	27	75	#
508	20.0632	19	20	21	22	23	24	25	26	27	28	75	#
509	20.0632	20	21	22	23	24	25	26	27	28	29	75	#
510	20.0632	21	22	23	24	25	26	27	28	29	30	75	#
511	20.0632	22	23	24	25	26	27	28	29	30	31	75	#
512	20.0632	23	24	25	26	27	28	29	30	31	32	75	#
513	20.0632	24	25	26	27	28	29	30	31	32	33	75	#
514	20.0632	25	26	27	28	29	30	31	32	33	34	75	#
515	20.0632	26	27	28	29	30	31	32	33	34	35	75	#
516	20.0632	27	28	29	30	31	32	33	34	35	36	75	#
517	20.0632	28	29	30	31	32	33	34	35	36	37	75	#
518	5.23688	0	1	2	3	4	5	6	76	#
519	5.23688	1	2	3	4	5	6	7	76	#
520	5.23688	2	3	4	5	6	7	8	76	#
521	5.23688	3	4	5	6	7	8	9	76	#
522	5.23688	4	5	6	7	8	9	10	76	#
523	5.23688	5	6	7	8	9	10	11	76	#
524	5.23688	6	7	8	9	10	11	12	76	#
525	5.23688	7	8	9	10	11	12	13	76	#
526	5.23688	8	9	10	11	12	13	14	76	#
527	5.23688	9	10	11	12	13	14	15	76	#
528	5.23688	10	11	12	13	14	15	16	76	#
529	5.23688	11	12	13	14	15	16	17	76	#
530	5.23688	12	13	14	15	16	17	18	76	#
531	5.23688	13	14	15	16	17	18	19	76	#
532	5.23688	14	15	16	17	18	19	20	76	#
533	5.23688	15	16	17	18	19	20	21	76	#
534	5.23688	16	17	18	19	20	21	22	76	#
535	5.23688	17	18	19	20	21	22	23	76	#
536	5.23688	18	19	20	21	22	23	24	76	#
537	5.23688	19	20	21	22	23	24	25	76	#
538	5.23688	20	21	22	23	24	25	26	76	#
539	5.23688	21	22	23	24	25	26	27	76	#
540	5.23688	22	23	24	25	26	27	28	76	#
541	5.23688	23	24	25	26	27	28	29	76	#
542	5.23688	24	25	26	27	28	29	30	76	#
543	5.23688	25	26	27	28	29	30	31	76	#
544	5.23688	26	27	28	29	30	31	32	76	#
545	3.56554	27	28	29	30	31	32	33	76	#
546	3.56554	28	29	30	31	32	33	34	76	#
547	3.56554	29	30	31	32	33	34	35	76	#
548	3.56554	30	31	32	33	34	35	36	76	#
549	3.56554	31	32	33	34	35	36	37	76	#
550	3.56554	32	33	34	35	36	37	38	76	#
551	3.56554	33	34	35	36	37	38	39	76	#
552	3.56554	34	35	36	37	38	39	40	76	#
553	3.56554	35	36	37	38	39	40	41	76	#
554	3.56554	36	37	38	39	40	41	42	76	#
555	3.56554	37	38	39	40	41	42	43	76	#
556	3.56554	38	39	40	41	42	43	44	76	#
557	3.56554	39	40	41	42	43	44	45	76	#
558	3.56554	40	41	42	43	44	45	46	76	#
559	3.56554	41	42	43	44	45	46	47	76	#
560	2.793	42	43	44	45	46	47	48	76	#
561	2.793	43	44	45	46	47	48	49	76	#
562	2.793	44	45	46	47	48	49	50	76	#
563	2.793	45	46	47	48	49	50	51	76	#
564	2.793	46	47	48	49	50	51	52	76	#
565	2.793	47	48	49	50	51	52	53	76	#
566	2.793	48	49	50	51	52	53	54	76	#
567	2.793	49	50	51	52	53	54	55	76	#
568	2.793	50	51	52	53	54	55	56	76	#
569	2.793	51	52	53	54	55	56	57	76	#
570	2.793	52	53	54	55	56	57	58	76	#
571	2.793	53	54	55	56	57	58	59	76	#
572	2.793	54	55	56	57	58	59	60	76	#
573	2.70291	55	56	57	58	59	60	61	76	#
574	2.70291	56	57	58	59	60	61	62	76	#
575	2.66	57	58	59	60	61	62	63	76	#
576	9.67924	0	1	2	3	4	5	77	#
577	9.67924	1	2	3	4	5	6	77	#
578	9.67924	2	3	4	5	6	7	77	#
579	9.67924	3	4	5	6	7	8	77	#
580	9.67924	4	5	6	7	8	9	77	#
581	9.67924	5	6	7	8	9	10	77	#
582	9.67924	6	7	8	9	10	11	77	#
583	9.67924	7	8	9	10	11	12	77	#
584	9.67924	8	9	10	11	12	13	77	#
585	9.67924	9	10	11	12	13	14	77	#
586	9.67924	10	11	12	13	14	15	77	#
587	9.67924	11	12	13	14	15	16	77	#
588	9.67924	12	13	14	15	16	17	77	#
589	9.67924	13	14	15	16	17	18	77	#
590	9.67924	14	15	16	17	18	19	77	#
591	9.67924	15	16	17	18	19	20	77	#
592	9.67924	16	17	18	19	20	21	77	#
593	9.67924	17	18	19	20	21	22	77	#
594	9.67924	18	19	20	21	22	23	77	#
595	9.67924	19	20	21	22	23	24	77	#
596	9.67924	20	21	22	23	24	25	77	#
597	9.67924	21	22	23	24	25	26	77	#
598	9.67924	22	23	24	25	26	27	77	#
599	9.67924	23	24	25	26	27	28	77	#
600	9.67924	24	25	26	27	28	29	77	#
601	9.67924	25	26	27	28	29	30	77	#
602	9.67924	26	27	28	29	30	31	77	#
603	9.67924	27	28	29	30	31	32	77	#
604	9.67924	28	29	30	31	32	33	77	#
605	9.67924	29	30	31	32	33	34	77	#
606	9.67924	30	31	32	33	34	35	77	#
607	9.67924	31	32	33	34	35	36	77	#
608	9.67924	32	33	34	35	36	37	77	#
609	7.30882	33	34	35	36	37	38	77	#
610	7.30882	34	35	36	37	38	39	77	#
611	7.30882	35	36	37	38	39	40	77	#
612	7.30882	36	37	38	39	40	41	77	#
613	7.30882	37	38	39	40	41	42	77	#
614	7.30882	38	39	40	41	42	43	77	#
615	7.30882	39	40	41	42	43	44	77	#
616	7.30882	40	41	42	43	44	45	77	#
617	7.30882	41	42	43	44	45	46	77	#
618	7.30882	42	43	44	45	46	47	77	#
619	7.30882	43	44	45	46	47	48	77	#
620	7.30882	44	45	46	47	48	49	77	#
621	5.87102	45	46	47	48	49	50	77	#
622	5.87102	46	47	48	49	50	51	77	#
623	5.87102	47	48	49	50	51	52	77	#
624	5.87102	48	49	50	51	52	53	77	#
625	5.87102	49	50	51	52	53	54	77	#
626	5.87102	50	51	52	53	54	55	77	#
627	5.87102	51	52	53	54	55	56	77	#
628	5.87102	52	53	54	55	56	57	77	#
629	5.87102	53	54	55	56	57	58	77	#
630	5.87102	54	55	56	57	58	59	77	#
631	5.87102	55	56	57	58	59	60	77	#
632	5.87102	56	57	58	59	60	61	77	#
633	5.77632	57	58	59	60	61	62	77	#
634	5.68464	58	59	60	61	62	63	77	#
635	8.31531	0	1	2	3	4	5	78	#
636	8.31531	1	2	3	4	5	6	78	#
637	8.31531	2	3	4	5	6	7	78	#
638	8.31531	3	4	5	6	7	8	78	#
639	8.31531	4	5	6	7	8	9	78	#
640	8.31531	5	6	7	8	9	10	78	#
641	8.31531	6	7	8	9	10	11	78	#
642	8.31531	7	8	9	10	11	12	78	#
643	8.31531	8	9	10	11	12	13	78	#
644	8.31531	9	10	11	12	13	14	78	#
645	8.31531	10	11	12	13	14	15	78	#
646	8.31531	11	12	13	14	15	16	78	#
647	8.31531	12	13	14	15	16	17	78	#
648	8.31531	13	14	15	16	17	18	78	#
649	8.31531	14	15	16	17	18	19	78	#
650	8.31531	15	16	17	18	19	20	78	#
651	8.31531	16	17	18	19	20	21	78	#
652	8.31531	17	18	19	20	21	22	78	#
653	8.31531	18	19	20	21	22	23	78	#
