168	1.23417	20	67	#
169	1.23417	21	67	#
170	1.23417	22	67	#
171	1.23417	23	67	#
172	1.23417	24	67	#
173	1.23417	25	67	#
174	1.23417	26	67	#
175	1.23417	27	67	#
176	1.23417	28	67	#
177	1.23417	29	67	#
178	1.23417	30	67	#
179	1.23417	31	67	#
180	1.23417	32	67	#
181	1.23417	33	67	#
182	1.23417	34	67	#
183	1.23417	35	67	#
184	1.23417	36	67	#
185	1.23417	37	67	#
186	1.23417	38	67	#
187	1.23417	39	67	#
188	1.23417	40	67	#
189	1.23417	41	67	#
190	1.23417	42	67	#
191	1.23417	43	67	#
192	1.23417	44	67	#
193	1.23417	45	67	#
194	1.23417	46	67	#
195	1.23417	47	67	#
196	0.98315	48	67	#
197	0.98315	49	67	#
198	0.98315	50	67	#
199	0.98315	51	67	#
200	0.98315	52	67	#
201	0.98315	53	67	#
202	0.98315	54	67	#
203	0.98315	55	67	#
204	0.98315	56	67	#
205	0.98315	57	67	#
206	0.98315	58	67	#
207	0.98315	59	67	#
208	0.920728	60	67	#
209	0.920728	61	67	#
210	0.920728	62	67	#
211	0.920728	63	67	#
212	0.543455	0	68	#
213	0.543455	1	68	#
214	0.543455	2	68	#
215	0.543455	3	68	#
216	0.543455	4	68	#
217	0.543455	5	68	#
218	0.543455	6	68	#
219	0.543455	7	68	#
220	0.253612	8	68	#
221	0.253612	9	68	#
222	0.253612	10	68	#
223	0.253612	11	68	#
224	0.253612	12	68	#
225	0.253612	13	68	#
226	0.253612	14	68	#
227	0.253612	15	68	#
228	0.0644777	16	68	#
229	0.0644777	17	68	#
230	0.0644777	18	68	#
231	0.0644777	19	68	#
232	0.0644777	20	68	#
233	0.0644777	21	68	#
234	0.0644777	22	68	#
235	0.0644777	23	68	#
236	0.0644777	24	68	#
237	0.0644777	25	68	#
238	0.0644777	26	68	#
239	0.0644777	27	68	#
240	0.0644777	28	68	#
241	0.0644777	29	68	#
242	0.0644777	30	68	#
243	0.0644777	31	68	#
244	0.0644777	32	68	#
245	0.0644777	33	68	#
246	0.0644777	34	68	#
247	0.0644777	35	68	#
248	0.0644777	36	68	#
249	0.0644777	37	68	#
250	0.0644777	38	68	#
251	0.0644777	39	68	#
252	0.0644777	40	68	#
253	0.0644777	41	68	#
254	0.0644777	42	68	#
255	0.0644777	43	68	#
256	0.0644777	44	68	#
257	0.0644777	45	68	#
258	0.0644777	46	68	#
259	0.0644777	47	68	#
260	0.0644777	48	68	#
261	0.0644777	49	68	#
262	0.0644777	50	68	#
263	0.0644777	51	68	#
264	0.0644777	52	68	#
265	0.0644777	53	68	#
266	0.0644777	54	68	#
267	0.0644777	55	68	#
268	0.0644777	56	68	#
269	0.0644777	57	68	#
270	0.0644777	58	68	#
271	0.0644777	59	68	#
272	0.0613579	60	68	#
273	0.0613579	61	68	#
274	0.0613579	62	68	#
275	0.0603839	63	68	#
276	1.38655	0	69	#
277	1.38655	1	69	#
278	1.38655	2	69	#
279	1.38655	3	69	#
280	1.38655	4	69	#
281	1.38655	5	69	#
282	1.38655	6	69	#
283	1.38655	7	69	#
284	1.38655	8	69	#
285	1.38655	9	69	#
286	1.38655	10	69	#
287	1.38655	11	69	#
288	1.38655	12	69	#
289	1.38655	13	69	#
290	1.38655	14	69	#
291	1.38655	15	69	#
292	1.38655	16	69	#
293	1.38655	17	69	#
294	1.38655	18	69	#
295	1.38655	19	69	#
296	1.38655	20	69	#
297	1.38655	21	69	#
298	1.38655	22	69	#
299	1.38655	23	69	#
300	1.38655	24	69	#
301	1.38655	25	69	#
302	1.38655	26	69	#
303	1.38655	27	69	#
304	3.92131	0	1	2	3	70	#
305	3.92131	1	2	3	4	70	#
306	3.92131	2	3	4	5	70	#
307	3.92131	3	4	5	6	70	#
308	3.92131	4	5	6	7	70	#
309	3.92131	5	6	7	8	70	#
310	3.92131	6	7	8	9	70	#
311	3.92131	7	8	9	10	70	#
312	3.92131	8	9	10	11	70	#
313	3.92131	9	10	11	12	70	#
314	3.92131	10	11	12	13	70	#
315	3.92131	11	12	13	14	70	#
316	3.92131	12	13	14	15	70	#
317	3.92131	13	14	15	16	70	#
318	3.92131	14	15	16	17	70	#
319	3.92131	15	16	17	18	70	#
320	3.92131	16	17	18	19	70	#
321	3.92131	17	18	19	20	70	#
322	3.92131	18	19	20	21	70	#
323	3.92131	19	20	21	22	70	#
324	3.92131	20	21	22	23	70	#
325	3.92131	21	22	23	24	70	#
326	3.92131	22	23	24	25	70	#
327	3.92131	23	24	25	26	70	#
328	3.92131	24	25	26	27	70	#
329	3.92131	25	26	27	28	70	#
330	3.92131	26	27	28	29	70	#
331	3.92131	27	28	29	30	70	#
332	3.67623	28	29	30	31	70	#
333	3.67623	29	30	31	32	70	#
334	2.21961	30	31	32	33	70	#
335	2.21961	31	32	33	34	70	#
336	2.21961	32	33	34	35	70	#
337	2.21961	33	34	35	36	70	#
338	2.21961	34	35	36	37	70	#
339	2.21961	35	36	37	38	70	#
340	2.21961	36	37	38	39	70	#
341	2.21961	37	38	39	40	70	#
342	2.21961	38	39	40	41	70	#
343	2.21961	39	40	41	42	70	#
344	2.21961	40	41	42	43	70	#
345	2.21961	41	42	43	44	70	#
346	2.21961	42	43	44	45	70	#
347	2.21961	43	44	45	46	70	#
348	2.21961	44	45	46	47	70	#
349	2.21961	45	46	47	48	70	#
350	2.21961	46	47	48	49	70	#
351	2.21961	47	48	49	50	70	#
352	2.21961	48	49	50	51	70	#
353	2.21961	49	50	51	52	70	#
354	2.21961	50	51	52	53	70	#
355	2.1007	51	52	53	54	70	#
356	2.1007	52	53	54	55	70	#
357	2.1007	53	54	55	56	70	#
358	19.136	0	1	2	3	4	5	6	7	8	9	71	#
359	19.136	1	2	3	4	5	6	7	8	9	10	71	#
360	19.136	2	3	4	5	6	7	8	9	10	11	71	#
361	19.136	3	4	5	6	7	8	9	10	11	12	71	#
362	19.136	4	5	6	7	8	9	10	11	12	13	71	#
363	19.136	5	6	7	8	9	10	11	12	13	14	71	#
364	19.136	6	7	8	9	10	11	12	13	14	15	71	#
365	19.136	7	8	9	10	11	12	13	14	15	16	71	#
366	7.4677	8	9	10	11	12	13	14	15	16	17	71	#
367	7.4677	9	10	11	12	13	14	15	16	17	18	71	#
368	7.4677	10	11	12	13	14	15	16	17	18	19	71	#
369	7.4677	11	12	13	14	15	16	17	18	19	20	71	#
370	7.4677	12	13	14	15	16	17	18	19	20	21	71	#
371	7.4677	13	14	15	16	17	18	19	20	21	22	71	#
372	7.4677	14	15	16	17	18	19	20	21	22	23	71	#
373	7.4677	15	16	17	18	19	20	21	22	23	24	71	#
374	7.4677	16	17	18	19	20	21	22	23	24	25	71	#
375	7.4677	17	18	19	20	21	22	23	24	25	26	71	#
376	7.4677	18	19	20	21	22	23	24	25	26	27	71	#
377	7.4677	19	20	21	22	23	24	25	26	27	28	71	#
378	7.4677	20	21	22	23	24	25	26	27	28	29	71	#
379	7.4677	21	22	23	24	25	26	27	28	29	30	71	#
380	7.4677	22	23	24	25	26	27	28	29	30	31	71	#
381	7.4677	23	24	25	26	27	28	29	30	31	32	71	#
382	7.4677	24	25	26	27	28	29	30	31	32	33	71	#
383	7.4677	25	26	27	28	29	30	31	32	33	34	71	#
384	7.4677	26	27	28	29	30	31	32	33	34	35	71	#
385	7.4677	27	28	29	30	31	32	33	34	35	36	71	#
386	7.4677	28	29	30	31	32	33	34	35	36	37	71	#
387	7.4677	29	30	31	32	33	34	35	36	37	38	71	#
388	7.4677	30	31	32	33	34	35	36	37	38	39	71	#
389	7.4677	31	32	33	34	35	36	37	38	39	40	71	#
390	7.4677	32	33	34	35	36	37	38	39	40	41	71	#
391	5.10293	33	34	35	36	37	38	39	40	41	42	71	#
392	5.10293	34	35	36	37	38	39	40	41	42	43	71	#
393	5.10293	35	36	37	38	39	40	41	42	43	44	71	#
394	5.10293	36	37	38	39	40	41	42	43	44	45	71	#
395	5.10293	37	38	39	40	41	42	43	44	45	46	71	#
396	5.10293	38	39	40	41	42	43	44	45	46	47	71	#
397	5.10293	39	40	41	42	43	44	45	46	47	48	71	#
398	5.10293	40	41	42	43	44	45	46	47	48	49	71	#
399	5.10293	41	42	43	44	45	46	47	48	49	50	71	#
400	5.10293	42	43	44	45	46	47	48	49	50	51	71	#
401	5.10293	43	44	45	46	47	48	49	50	51	52	71	#
402	5.10293	44	45	46	47	48	49	50	51	52	53	71	#
403	5.10293	45	46	47	48	49	50	51	52	53	54	71	#
404	5.10293	46	47	48	49	50	51	52	53	54	55	71	#
405	5.10293	47	48	49	50	51	52	53	54	55	56	71	#
406	5.10293	48	49	50	51	52	53	54	55	56	57	71	#
407	5.10293	49	50	51	52	53	54	55	56	57	58	71	#
408	5.10293	50	51	52	53	54	55	56	57	58	59	71	#
409	5.10293	51	52	53	54	55	56	57	58	59	60	71	#
410	4.93832	52	53	54	55	56	57	58	59	60	61	71	#
411	4.93832	53	54	55	56	57	58	59	60	61	62	71	#
412	11.179	0	1	2	3	4	5	6	7	8	72	#
413	11.179	1	2	3	4	5	6	7	8	9	72	#
414	11.179	2	3	4	5	6	7	8	9	10	72	#
415	15.1976	0	1	2	3	4	5	6	7	8	73	#
416	15.1976	1	2	3	4	5	6	7	8	9	73	#
417	15.1976	2	3	4	5	6	7	8	9	10	73	#
418	15.1976	3	4	5	6	7	8	9	10	11	73	#
419	7.96063	4	5	6	7	8	9	10	11	12	73	#
420	7.96063	5	6	7	8	9	10	11	12	13	73	#
421	7.96063	6	7	8	9	10	11	12	13	14	73	#
422	7.96063	7	8	9	10	11	12	13	14	15	73	#
423	7.96063	8	9	10	11	12	13	14	15	16	73	#
424	7.96063	9	10	11	12	13	14	15	16	17	73	#
425	7.96063	10	11	12	13	14	15	16	17	18	73	#
426	7.96063	11	12	13	14	15	16	17	18	19	73	#
427	7.96063	12	13	14	15	16	17	18	19	20	73	#
428	7.96063	13	14	15	16	17	18	19	20	21	73	#
429	2.10875	0	1	2	74	#
430	2.10875	1	2	3	74	#
431	2.10875	2	3	4	74	#
432	2.10875	3	4	5	74	#
433	2.10875	4	5	6	74	#
434	2.10875	5	6	7	74	#
435	2.10875	6	7	8	74	#
436	2.10875	7	8	9	74	#
437	2.10875	8	9	10	74	#
438	2.10875	9	10	11	74	#
439	2.10875	10	11	12	74	#
440	2.10875	11	12	13	74	#
441	2.10875	12	13	14	74	#
442	2.10875	13	14	15	74	#
443	2.10875	14	15	16	74	#
444	2.10875	15	16	17	74	#
445	2.10875	16	17	18	74	#
446	2.10875	17	18	19	74	#
447	2.10875	18	19	20	74	#
448	2.10875	19	20	21	74	#
449	2.10875	20	21	22	74	#
450	2.10875	21	22	23	74	#
451	2.10875	22	23	24	74	#
452	2.10875	23	24	25	74	#
453	2.10875	24	25	26	74	#
454	2.10875	25	26	27	74	#
455	2.10875	26	27	28	74	#
456	2.10875	27	28	29	74	#
457	2.10875	28	29	30	74	#
458	2.10875	29	30	31	74	#
459	2.10875	30	31	32	74	#
460	2.10875	31	32	33	74	#
461	2.10875	32	33	34	74	#
462	2.10875	33	34	35	74	#
463	2.10875	34	35	36	74	#
464	2.10875	35	36	37	74	#
465	2.10875	36	37	38	74	#
466	2.10875	37	38	39	74	#
467	2.10875	38	39	40	74	#
468	2.10875	39	40	41	74	#
469	2.10875	40	41	42	74	#
470	2.10875	41	42	43	74	#
471	2.10875	42	43	44	74	#
472	2.10875	43	44	45	74	#
473	2.10875	44	45	46	74	#
474	1.5902	45	46	47	74	#
475	1.5902	46	47	48	74	#
476	1.5902	47	48	49	74	#
477	1.5902	48	49	50	74	#
478	1.5902	49	50	51	74	#
479	1.5902	50	51	52	74	#
480	1.5902	51	52	53	74	#
481	1.5902	52	53	54	74	#
482	1.5902	53	54	55	74	#
483	1.5902	54	55	56	74	#
484	1.5902	55	56	57	74	#
485	1.5902	56	57	58	74	#
486	1.5902	57	58	59	74	#
487	1.5902	58	59	60	74	#
488	1.5902	59	60	61	74	#
489	1.56455	60	61	62	74	#
490	1.53972	61	62	63	74	#
491	4.43406	0	1	2	75	#
492	4.43406	1	2	3	75	#
493	4.43406	2	3	4	75	#
494	4.43406	3	4	5	75	#
495	4.43406	4	5	6	75	#
496	4.43406	5	6	7	75	#
497	4.43406	6	7	8	75	#
498	0.709449	7	8	9	75	#
499	0.709449	8	9	10	75	#
500	0.709449	9	10	11	75	#
501	0.709449	10	11	12	75	#
502	0.709449	11	12	13	75	#
503	0.709449	12	13	14	75	#
504	0.709449	13	14	15	75	#
505	0.709449	14	15	16	75	#
506	0.709449	15	16	17	75	#
507	0.709449	16	17	18	75	#
508	0.709449	17	18	19	75	#
509	0.709449	18	19	20	75	#
510	0.709449	19	20	21	75	#
511	0.709449	20	21	22	75	#
512	0.709449	21	22	23	75	#
513	0.709449	22	23	24	75	#
514	0.709449	23	24	25	75	#
515	0.709449	24	25	26	75	#
516	0.709449	25	26	27	75	#
517	0.709449	26	27	28	75	#
518	0.709449	27	28	29	75	#
519	0.709449	28	29	30	75	#
520	0.709449	29	30	31	75	#
521	0.709449	30	31	32	75	#
522	0.709449	31	32	33	75	#
523	0.709449	32	33	34	75	#
524	0.709449	33	34	35	75	#
525	0.709449	34	35	36	75	#
526	0.709449	35	36	37	75	#
527	0.709449	36	37	38	75	#
528	0.709449	37	38	39	75	#
529	0.709449	38	39	40	75	#
530	0.709449	39	40	41	75	#
531	0.709449	40	41	42	75	#
532	0.709449	41	42	43	75	#
533	0.709449	42	43	44	75	#
534	0.709449	43	44	45	75	#
535	0.709449	44	45	46	75	#
536	0.709449	45	46	47	75	#
537	0.709449	46	47	48	75	#
538	0.709449	47	48	49	75	#
539	0.709449	48	49	50	75	#
540	0.591208	49	50	51	75	#
541	0.591208	50	51	52	75	#
542	0.591208	51	52	53	75	#
543	0.591208	52	53	54	75	#
544	0.591208	53	54	55	75	#
545	0.591208	54	55	56	75	#
546	0.591208	55	56	57	75	#
547	0.591208	56	57	58	75	#
548	0.591208	57	58	59	75	#
549	0.591208	58	59	60	75	#
550	0.572137	59	60	61	75	#
551	0.572137	60	61	62	75	#
552	0.563055	61	62	63	75	#
553	11.4565	0	1	2	3	4	5	6	7	8	9	76	#
554	11.4565	1	2	3	4	5	6	7	8	9	10	76	#
555	11.4565	2	3	4	5	6	7	8	9	10	11	76	#
556	11.4565	3	4	5	6	7	8	9	10	11	12	76	#
557	11.4565	4	5	6	7	8	9	10	11	12	13	76	#
558	11.4565	5	6	7	8	9	10	11	12	13	14	76	#
559	11.4565	6	7	8	9	10	11	12	13	14	15	76	#
560	11.4565	7	8	9	10	11	12	13	14	15	16	76	#
561	11.4565	8	9	10	11	12	13	14	15	16	17	76	#
562	11.4565	9	10	11	12	13	14	15	16	17	18	76	#
563	11.4565	10	11	12	13	14	15	16	17	18	19	76	#
564	11.4565	11	12	13	14	15	16	17	18	19	20	76	#
565	11.4565	12	13	14	15	16	17	18	19	20	21	76	#
566	11.4565	13	14	15	16	17	18	19	20	21	22	76	#
567	11.4565	14	15	16	17	18	19	20	21	22	23	76	#
568	11.4565	15	16	17	18	19	20	21	22	23	24	76	#
569	11.4565	16	17	18	19	20	21	22	23	24	25	76	#
570	11.4565	17	18	19	20	21	22	23	24	25	26	76	#
571	11.4565	18	19	20	21	22	23	24	25	26	27	76	#
572	11.4565	19	20	21	22	23	24	25	26	27	28	76	#
573	11.4565	20	21	22	23	24	25	26	27	28	29	76	#
574	11.4565	21	22	23	24	25	26	27	28	29	30	76	#
575	11.4565	22	23	24	25	26	27	28	29	30	31	76	#
576	11.4565	23	24	25	26	27	28	29	30	31	32	76	#
577	11.4565	24	25	26	27	28	29	30	31	32	33	76	#
578	11.4565	25	26	27	28	29	30	31	32	33	34	76	#
579	11.4565	26	27	28	29	30	31	32	33	34	35	76	#
580	11.4565	27	28	29	30	31	32	33	34	35	36	76	#
581	11.4565	28	29	30	31	32	33	34	35	36	37	76	#
582	11.4565	29	30	31	32	33	34	35	36	37	38	76	#
583	11.4565	30	31	32	33	34	35	36	37	38	39	76	#
584	11.4565	31	32	33	34	35	36	37	38	39	40	76	#
585	11.4565	32	33	34	35	36	37	38	39	40	41	76	#
586	11.4565	33	34	35	36	37	38	39	40	41	42	76	#
587	11.4565	34	35	36	37	38	39	40	41	42	43	76	#
588	11.4565	35	36	37	38	39	40	41	42	43	44	76	#
589	11.4565	36	37	38	39	40	41	42	43	44	45	76	#
590	11.4565	37	38	39	40	41	42	43	44	45	46	76	#
591	11.4565	38	39	40	41	42	43	44	45	46	47	76	#
592	11.4565	39	40	41	42	43	44	45	46	47	48	76	#
593	11.4565	40	41	42	43	44	45	46	47	48	49	76	#
594	11.4565	41	42	43	44	45	46	47	48	49	50	76	#
595	11.4565	42	43	44	45	46	47	48	49	50	51	76	#
596	11.4565	43	44	45	46	47	48	49	50	51	52	76	#
597	11.4565	44	45	46	47	48	49	50	51	52	53	76	#
598	11.4565	45	46	47	48	49	50	51	52	53	54	76	#
599	11.4565	46	47	48	49	50	51	52	53	54	55	76	#
600	11.4565	47	48	49	50	51	52	53	54	55	56	76	#
601	11.4565	48	49	50	51	52	53	54	55	56	57	76	#
602	11.4565	49	50	51	52	53	54	55	56	57	58	76	#
603	10.5473	50	51	52	53	54	55	56	57	58	59	76	#
604	10.5473	51	52	53	54	55	56	57	58	59	60	76	#
605	10.5473	52	53	54	55	56	57	58	59	60	61	76	#
606	10.5473	53	54	55	56	57	58	59	60	61	62	76	#
607	10.5473	54	55	56	57	58	59	60	61	62	63	76	#
608	10.1406	0	1	2	3	4	77	#
609	10.1406	1	2	3	4	5	77	#
610	10.1406	2	3	4	5	6	77	#
611	10.1406	3	4	5	6	7	77	#
612	10.1406	4	5	6	7	8	77	#
613	10.1406	5	6	7	8	9	77	#
614	10.1406	6	7	8	9	10	77	#
615	10.1406	7	8	9	10	11	77	#
616	10.1406	8	9	10	11	12	77	#
617	10.1406	9	10	11	12	13	77	#
618	10.1406	10	11	12	13	14	77	#
619	10.1406	11	12	13	14	15	77	#
620	10.1406	12	13	14	15	16	77	#
621	10.1406	13	14	15	16	17	77	#
622	10.1406	14	15	16	17	18	77	#
623	10.1406	15	16	17	18	19	77	#
624	10.1406	16	17	18	19	20	77	#
625	10.1406	17	18	19	20	21	77	#
626	10.1406	18	19	20	21	22	77	#
627	10.1406	19	20	21	22	23	77	#
628	10.1406	20	21	22	23	24	77	#
629	10.1406	21	22	23	24	25	77	#
630	10.1406	22	23	24	25	26	77	#
631	10.1406	23	24	25	26	27	77	#
632	5.93508	0	1	2	3	4	78	#
633	5.93508	1	2	3	4	5	78	#
634	5.93508	2	3	4	5	6	78	#
635	5.93508	3	4	5	6	7	78	#
636	5.93508	4	5	6	7	8	78	#
637	5.93508	5	6	7	8	9	78	#
638	5.93508	6	7	8	9	10	78	#
639	5.93508	7	8	9	10	11	78	#
640	5.93508	8	9	10	11	12	78	#
641	5.93508	9	10	11	12	13	78	#
642	5.93508	10	11	12	13	14	78	#
643	5.93508	11	12	13	14	15	78	#
644	5.93508	12	13	14	15	16	78	#
645	5.93508	13	14	15	16	17	78	#
646	5.93508	14	15	16	17	18	78	#
647	5.93508	15	16	17	18	19	78	#
648	5.93508	16	17	18	19	20	78	#
649	5.93508	17	18	19	20	21	78	#
650	5.93508	18	19	20	21	22	78	#
651	5.93508	19	20	21	22	23	78	#
652	5.93508	20	21	22	23	24	78	#
653	5.93508	21	22	23	24	25	78	#
654	5.93508	22	23	24	25	26	78	#
655	5.93508	23	24	25	26	27	78	#
656	5.93508	24	25	26	27	28	78	#
657	5.93508	25	26	27	28	29	78	#
658	5.93508	26	27	28	29	30	78	#
659	5.93508	27	28	29	30	31	78	#
660	5.93508	28	29	30	31	32	78	#
661	5.93508	29	30	31	32	33	78	#
662	5.93508	30	31	32	33	34	78	#
663	5.93508	31	32	33	34	35	78	#
664	5.93508	32	33	34	35	36	78	#
665	5.93508	33	34	35	36	37	78	#
666	5.93508	34	35	36	37	38	78	#
667	5.93508	35	36	37	38	39	78	#
668	5.93508	36	37	38	39	40	78	#
669	5.93508	37	38	39	40	41	78	#
670	5.93508	38	39	40	41	42	78	#
671	5.93508	39	40	41	42	43	78	#
672	5.93508	40	41	42	43	44	78	#
673	5.93508	41	42	43	44	45	78	#
674	5.93508	42	43	44	45	46	78	#
675	5.93508	43	44	45	46	47	78	#
676	5.93508	44	45	46	47	48	78	#
677	5.93508	45	46	47	48	49	78	#
678	5.93508	46	47	48	49	50	78	#
679	5.93508	47	48	49	50	51	78	#
680	5.93508	48	49	50	51	52	78	#
